Sr. No.,Content ID,Type,Datetime,Sentiment,Score,Content Type,Category,,Category,Score
2228,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,disgust,28-09-2020 14:41,negative,0,photo,studying,,,
2229,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,cherish,03-04-2021 08:52,positive,70,photo,studying,,,
2230,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,worried,07-08-2020 23:57,negative,12,photo,studying,,,
2231,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,interested,25-10-2020 00:27,positive,30,photo,studying,,,
2232,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,intrigued,21-05-2021 20:18,positive,45,photo,studying,,,
2233,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,want,30-10-2020 13:47,positive,70,photo,studying,,,
2234,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,peeking,21-01-2021 05:54,neutral,35,photo,studying,,,
2235,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,super love,05-01-2021 20:44,positive,75,photo,studying,,,
2236,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,interested,13-08-2020 20:02,positive,30,photo,studying,,,
2237,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,intrigued,15-07-2020 15:01,positive,45,photo,studying,,,
2238,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,indifferent,22-06-2020 14:45,neutral,20,photo,studying,,,
2239,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,cherish,21-01-2021 18:58,positive,70,photo,studying,,,
2240,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,adore,15-01-2021 08:41,positive,72,photo,studying,,,
2241,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,hate,06-02-2021 07:46,negative,5,photo,studying,,,
2242,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,worried,31-10-2020 10:43,negative,12,photo,studying,,,
2243,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,heart,05-05-2021 20:04,positive,60,photo,studying,,,
2244,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,worried,09-01-2021 13:12,negative,12,photo,studying,,,
2245,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,like,18-09-2020 16:18,positive,50,photo,studying,,,
2246,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,intrigued,30-06-2020 08:59,positive,45,photo,studying,,,
2247,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,hate,03-11-2020 08:52,negative,5,photo,studying,,,
2248,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,heart,28-07-2020 21:12,positive,60,photo,studying,,,
2249,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,adore,22-07-2020 19:09,positive,72,photo,studying,,,
2250,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,interested,28-08-2020 00:54,positive,30,photo,studying,,,
2251,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,peeking,23-12-2020 22:36,neutral,35,photo,studying,,,
2252,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,intrigued,29-07-2020 12:25,positive,45,photo,studying,,,
2253,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,scared,17-11-2020 14:57,negative,15,photo,studying,,,
2254,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,hate,26-09-2020 05:47,negative,5,photo,studying,,,
2255,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,intrigued,09-08-2020 23:20,positive,45,photo,studying,,,
2256,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,interested,01-10-2020 00:47,positive,30,photo,studying,,,
2257,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,peeking,12-10-2020 19:06,neutral,35,video,dogs,,,
2258,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,worried,18-02-2021 08:45,negative,12,video,dogs,,,
2259,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,love,07-09-2020 05:58,positive,65,video,dogs,,,
2260,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,intrigued,01-06-2021 10:36,positive,45,video,dogs,,,
2261,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,love,13-09-2020 22:26,positive,65,video,dogs,,,
2262,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,want,01-05-2021 20:41,positive,70,video,dogs,,,
2263,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,interested,08-11-2020 16:28,positive,30,video,dogs,,,
2264,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,hate,24-01-2021 08:57,negative,5,video,dogs,,,
2265,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,intrigued,17-11-2020 13:22,positive,45,video,dogs,,,
2266,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,super love,17-03-2021 10:46,positive,75,video,dogs,,,
2267,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,like,26-01-2021 21:53,positive,50,video,dogs,,,
2268,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,hate,11-06-2021 01:05,negative,5,video,dogs,,,
2269,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,dislike,27-09-2020 17:31,negative,10,video,dogs,,,
2270,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,dislike,18-11-2020 10:54,negative,10,video,dogs,,,
2271,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,dislike,21-01-2021 04:09,negative,10,video,dogs,,,
2272,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,adore,26-04-2021 20:11,positive,72,video,dogs,,,
2273,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,cherish,07-06-2021 20:02,positive,70,video,dogs,,,
2274,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,peeking,23-04-2021 01:00,neutral,35,video,dogs,,,
2275,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,love,20-08-2020 17:23,positive,65,video,dogs,,,
2276,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,worried,13-08-2020 14:02,negative,12,video,dogs,,,
2277,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,indifferent,24-09-2020 10:42,neutral,20,video,dogs,,,
2278,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,adore,08-11-2020 18:19,positive,72,video,dogs,,,
2279,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,peeking,02-06-2021 21:20,neutral,35,video,dogs,,,
2280,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,heart,29-06-2020 10:21,positive,60,video,dogs,,,
2281,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,want,22-08-2020 14:48,positive,70,video,dogs,,,
2282,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,interested,14-07-2020 23:18,positive,30,video,dogs,,,
2283,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,scared,20-06-2020 00:19,negative,15,video,dogs,,,
2284,c4f59a1e-3198-4968-b062-9e9fcc41403f,peeking,08-07-2020 04:01,neutral,35,GIF,veganism,,,
2285,c4f59a1e-3198-4968-b062-9e9fcc41403f,indifferent,18-03-2021 10:11,neutral,20,GIF,veganism,,,
2286,c4f59a1e-3198-4968-b062-9e9fcc41403f,dislike,10-12-2020 12:27,negative,10,GIF,veganism,,,
2287,c4f59a1e-3198-4968-b062-9e9fcc41403f,indifferent,10-10-2020 07:56,neutral,20,GIF,veganism,,,
2288,9d94f180-947c-40f5-aa05-f1958759b7fc,interested,29-08-2020 18:49,positive,30,video,science,,,
2289,9d94f180-947c-40f5-aa05-f1958759b7fc,dislike,13-08-2020 10:11,negative,10,video,science,,,
2290,9d94f180-947c-40f5-aa05-f1958759b7fc,heart,05-03-2021 18:23,positive,60,video,science,,,
2291,9d94f180-947c-40f5-aa05-f1958759b7fc,super love,14-12-2020 15:24,positive,75,video,science,,,
2292,9d94f180-947c-40f5-aa05-f1958759b7fc,heart,01-07-2020 13:15,positive,60,video,science,,,
2293,9d94f180-947c-40f5-aa05-f1958759b7fc,love,06-08-2020 03:11,positive,65,video,science,,,
2294,9d94f180-947c-40f5-aa05-f1958759b7fc,want,09-02-2021 10:52,positive,70,video,science,,,
2295,9d94f180-947c-40f5-aa05-f1958759b7fc,intrigued,18-05-2021 17:37,positive,45,video,science,,,
2296,9d94f180-947c-40f5-aa05-f1958759b7fc,love,27-03-2021 11:27,positive,65,video,science,,,
2297,9d94f180-947c-40f5-aa05-f1958759b7fc,adore,03-09-2020 00:18,positive,72,video,science,,,
2298,9d94f180-947c-40f5-aa05-f1958759b7fc,scared,22-06-2020 23:09,negative,15,video,science,,,
2299,9d94f180-947c-40f5-aa05-f1958759b7fc,dislike,05-06-2021 21:46,negative,10,video,science,,,
2300,9d94f180-947c-40f5-aa05-f1958759b7fc,worried,17-05-2021 13:17,negative,12,video,science,,,
2301,9d94f180-947c-40f5-aa05-f1958759b7fc,intrigued,18-07-2020 21:53,positive,45,video,science,,,
2302,9d94f180-947c-40f5-aa05-f1958759b7fc,want,24-03-2021 06:13,positive,70,video,science,,,
2303,9d94f180-947c-40f5-aa05-f1958759b7fc,peeking,15-12-2020 08:26,neutral,35,video,science,,,
2304,9d94f180-947c-40f5-aa05-f1958759b7fc,interested,13-12-2020 00:17,positive,30,video,science,,,
2305,9d94f180-947c-40f5-aa05-f1958759b7fc,like,18-10-2020 18:57,positive,50,video,science,,,
2306,9d94f180-947c-40f5-aa05-f1958759b7fc,interested,17-10-2020 05:17,positive,30,video,science,,,
2307,9d94f180-947c-40f5-aa05-f1958759b7fc,interested,11-12-2020 15:14,positive,30,video,science,,,
2308,9d94f180-947c-40f5-aa05-f1958759b7fc,heart,03-11-2020 01:23,positive,60,video,science,,,
2309,9d94f180-947c-40f5-aa05-f1958759b7fc,cherish,28-01-2021 16:30,positive,70,video,science,,,
2310,9d94f180-947c-40f5-aa05-f1958759b7fc,peeking,01-12-2020 03:53,neutral,35,video,science,,,
2311,9d94f180-947c-40f5-aa05-f1958759b7fc,love,08-09-2020 13:09,positive,65,video,science,,,
2312,9d94f180-947c-40f5-aa05-f1958759b7fc,disgust,13-03-2021 14:46,negative,0,video,science,,,
2313,9d94f180-947c-40f5-aa05-f1958759b7fc,indifferent,24-02-2021 03:36,neutral,20,video,science,,,
2314,9d94f180-947c-40f5-aa05-f1958759b7fc,hate,07-06-2021 00:11,negative,5,video,science,,,
2315,9d94f180-947c-40f5-aa05-f1958759b7fc,worried,15-03-2021 00:47,negative,12,video,science,,,
2316,9d94f180-947c-40f5-aa05-f1958759b7fc,like,12-07-2020 14:52,positive,50,video,science,,,
2317,9d94f180-947c-40f5-aa05-f1958759b7fc,want,18-08-2020 18:17,positive,70,video,science,,,
2318,9d94f180-947c-40f5-aa05-f1958759b7fc,super love,03-10-2020 12:44,positive,75,video,science,,,
2319,6ef45d36-cd14-428c-b5cf-ad2f06371c6e,super love,06-03-2021 19:03,positive,75,GIF,cooking,,,
2320,6ef45d36-cd14-428c-b5cf-ad2f06371c6e,scared,17-03-2021 19:09,negative,15,GIF,cooking,,,
2321,6ef45d36-cd14-428c-b5cf-ad2f06371c6e,heart,26-09-2020 11:58,positive,60,GIF,cooking,,,
2322,6ef45d36-cd14-428c-b5cf-ad2f06371c6e,heart,25-10-2020 18:16,positive,60,GIF,cooking,,,
2323,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,like,14-03-2021 21:28,positive,50,photo,culture,,,
2324,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,hate,27-04-2021 23:16,negative,5,photo,culture,,,
2325,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,interested,24-01-2021 09:03,positive,30,photo,culture,,,
2326,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,intrigued,13-10-2020 16:04,positive,45,photo,culture,,,
2327,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,want,06-10-2020 04:23,positive,70,photo,culture,,,
2328,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,like,21-09-2020 00:55,positive,50,photo,culture,,,
2329,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,disgust,06-05-2021 04:52,negative,0,photo,culture,,,
2330,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,indifferent,18-12-2020 07:48,neutral,20,photo,culture,,,
2331,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,worried,09-01-2021 11:07,negative,12,photo,culture,,,
2332,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,heart,13-11-2020 20:26,positive,60,photo,culture,,,
2333,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,like,01-09-2020 11:27,positive,50,photo,culture,,,
2334,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,interested,08-11-2020 21:24,positive,30,photo,culture,,,
2335,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,disgust,18-03-2021 15:44,negative,0,photo,culture,,,
2336,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,interested,13-12-2020 16:15,positive,30,photo,culture,,,
2337,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,want,09-10-2020 04:38,positive,70,photo,culture,,,
2338,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,love,19-06-2020 10:15,positive,65,photo,culture,,,
2339,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,dislike,18-04-2021 23:51,negative,10,photo,culture,,,
2340,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,worried,09-07-2020 14:04,negative,12,photo,culture,,,
2341,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,cherish,28-03-2021 08:14,positive,70,photo,culture,,,
2342,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,cherish,22-12-2020 19:09,positive,70,photo,culture,,,
2343,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,hate,01-12-2020 01:10,negative,5,photo,culture,,,
2344,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,worried,21-01-2021 15:42,negative,12,photo,culture,,,
2345,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,want,04-04-2021 14:57,positive,70,photo,culture,,,
2346,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,interested,31-12-2020 00:14,positive,30,photo,culture,,,
2347,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,worried,25-05-2021 18:19,negative,12,photo,culture,,,
2348,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,cherish,24-11-2020 06:08,positive,70,photo,culture,,,
2349,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,intrigued,24-09-2020 07:22,positive,45,GIF,culture,,,
2350,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,super love,11-02-2021 13:31,positive,75,GIF,culture,,,
2351,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,adore,31-12-2020 04:28,positive,72,GIF,culture,,,
2352,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,super love,11-12-2020 05:31,positive,75,GIF,culture,,,
2353,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,love,07-06-2021 23:22,positive,65,GIF,culture,,,
2354,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,intrigued,22-06-2020 14:25,positive,45,GIF,culture,,,
2355,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,intrigued,28-03-2021 19:36,positive,45,GIF,culture,,,
2356,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,scared,26-08-2020 03:01,negative,15,GIF,culture,,,
2357,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,disgust,31-10-2020 11:07,negative,0,GIF,culture,,,
2358,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,love,25-05-2021 01:12,positive,65,GIF,culture,,,
2359,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,adore,04-02-2021 14:22,positive,72,GIF,culture,,,
2360,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,want,27-04-2021 01:13,positive,70,GIF,culture,,,
2361,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,like,26-08-2020 03:47,positive,50,GIF,culture,,,
2362,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,scared,16-09-2020 03:10,negative,15,GIF,culture,,,
2363,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,like,26-01-2021 05:26,positive,50,GIF,culture,,,
2364,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,hate,01-08-2020 23:19,negative,5,GIF,culture,,,
2365,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,worried,12-11-2020 18:29,negative,12,GIF,culture,,,
2366,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,disgust,26-02-2021 18:46,negative,0,GIF,culture,,,
2367,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,love,12-11-2020 18:23,positive,65,GIF,culture,,,
2368,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,interested,29-04-2021 21:23,positive,30,GIF,culture,,,
2369,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,indifferent,01-11-2020 00:30,neutral,20,GIF,culture,,,
2370,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,disgust,22-01-2021 03:45,negative,0,GIF,culture,,,
2371,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,scared,15-03-2021 23:08,negative,15,GIF,culture,,,
2372,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,cherish,14-02-2021 03:51,positive,70,GIF,culture,,,
2373,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,super love,19-04-2021 17:03,positive,75,GIF,culture,,,
2374,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,hate,03-08-2020 17:30,negative,5,GIF,culture,,,
2375,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,hate,13-02-2021 02:50,negative,5,GIF,culture,,,
2376,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,intrigued,06-03-2021 19:38,positive,45,GIF,culture,,,
2377,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,dislike,19-04-2021 12:36,negative,10,GIF,culture,,,
2378,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,interested,21-01-2021 14:51,positive,30,GIF,culture,,,
2379,fada6910-2cc5-4600-808c-1e6066f795a6,cherish,17-01-2021 23:29,positive,70,GIF,technology,,,
2380,fada6910-2cc5-4600-808c-1e6066f795a6,cherish,11-07-2020 07:08,positive,70,GIF,technology,,,
2381,fada6910-2cc5-4600-808c-1e6066f795a6,peeking,02-02-2021 10:34,neutral,35,GIF,technology,,,
2382,fada6910-2cc5-4600-808c-1e6066f795a6,dislike,02-05-2021 20:50,negative,10,GIF,technology,,,
2383,fada6910-2cc5-4600-808c-1e6066f795a6,love,13-07-2020 05:06,positive,65,GIF,technology,,,
2384,fada6910-2cc5-4600-808c-1e6066f795a6,interested,15-08-2020 16:16,positive,30,GIF,technology,,,
2385,fada6910-2cc5-4600-808c-1e6066f795a6,worried,22-05-2021 01:25,negative,12,GIF,technology,,,
2386,fada6910-2cc5-4600-808c-1e6066f795a6,intrigued,12-03-2021 07:19,positive,45,GIF,technology,,,
2387,fada6910-2cc5-4600-808c-1e6066f795a6,worried,11-10-2020 12:40,negative,12,GIF,technology,,,
2388,fada6910-2cc5-4600-808c-1e6066f795a6,want,11-06-2021 04:46,positive,70,GIF,technology,,,
2389,fada6910-2cc5-4600-808c-1e6066f795a6,dislike,18-12-2020 21:02,negative,10,GIF,technology,,,
2390,fada6910-2cc5-4600-808c-1e6066f795a6,hate,18-04-2021 14:02,negative,5,GIF,technology,,,
2391,fada6910-2cc5-4600-808c-1e6066f795a6,indifferent,22-02-2021 12:24,neutral,20,GIF,technology,,,
2392,fada6910-2cc5-4600-808c-1e6066f795a6,heart,20-04-2021 09:38,positive,60,GIF,technology,,,
2393,fada6910-2cc5-4600-808c-1e6066f795a6,super love,09-11-2020 18:19,positive,75,GIF,technology,,,
2394,fada6910-2cc5-4600-808c-1e6066f795a6,disgust,26-08-2020 19:01,negative,0,GIF,technology,,,
2395,fada6910-2cc5-4600-808c-1e6066f795a6,worried,21-07-2020 19:11,negative,12,GIF,technology,,,
2396,fada6910-2cc5-4600-808c-1e6066f795a6,interested,10-01-2021 04:14,positive,30,GIF,technology,,,
2397,fada6910-2cc5-4600-808c-1e6066f795a6,want,18-02-2021 11:48,positive,70,GIF,technology,,,
2398,fada6910-2cc5-4600-808c-1e6066f795a6,heart,11-04-2021 01:29,positive,60,GIF,technology,,,
2399,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,want,03-02-2021 15:43,positive,70,photo,culture,,,
2400,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,heart,06-10-2020 19:38,positive,60,photo,culture,,,
2401,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,want,22-09-2020 06:38,positive,70,photo,culture,,,
2402,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,indifferent,17-10-2020 17:34,neutral,20,photo,culture,,,
2403,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,indifferent,04-01-2021 11:48,neutral,20,photo,culture,,,
2404,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,want,17-02-2021 00:47,positive,70,photo,culture,,,
2405,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,indifferent,30-11-2020 13:45,neutral,20,photo,culture,,,
2406,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,disgust,27-02-2021 07:03,negative,0,photo,culture,,,
2407,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,disgust,27-06-2020 14:11,negative,0,photo,culture,,,
2408,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,indifferent,13-06-2021 21:28,neutral,20,photo,culture,,,
2409,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,want,16-07-2020 06:28,positive,70,photo,culture,,,
2410,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,intrigued,12-11-2020 16:34,positive,45,photo,culture,,,
2411,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,want,28-05-2021 13:07,positive,70,photo,culture,,,
2412,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,scared,01-05-2021 06:03,negative,15,photo,culture,,,
2413,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,want,20-06-2020 15:07,positive,70,photo,culture,,,
2414,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,worried,15-11-2020 02:23,negative,12,photo,culture,,,
2415,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,hate,09-04-2021 13:57,negative,5,photo,culture,,,
2416,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,love,25-09-2020 07:02,positive,65,photo,culture,,,
2417,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,peeking,06-03-2021 05:47,neutral,35,photo,culture,,,
2418,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,heart,20-05-2021 00:38,positive,60,photo,culture,,,
2419,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,want,11-01-2021 08:24,positive,70,photo,culture,,,
2420,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,heart,24-09-2020 06:23,positive,60,photo,culture,,,
2421,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,intrigued,30-10-2020 10:17,positive,45,photo,culture,,,
2422,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,adore,13-12-2020 07:16,positive,72,photo,culture,,,
2423,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,hate,08-10-2020 01:24,negative,5,photo,culture,,,
2424,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,love,31-12-2020 10:24,positive,65,photo,culture,,,
2425,1de2f0f9-61ab-43fb-9180-6870824c63c0,peeking,29-01-2021 04:59,neutral,35,GIF,science,,,
2426,1de2f0f9-61ab-43fb-9180-6870824c63c0,worried,24-03-2021 15:11,negative,12,GIF,science,,,
2427,1de2f0f9-61ab-43fb-9180-6870824c63c0,scared,09-08-2020 09:24,negative,15,GIF,science,,,
2428,1de2f0f9-61ab-43fb-9180-6870824c63c0,cherish,08-10-2020 22:01,positive,70,GIF,science,,,
2429,1de2f0f9-61ab-43fb-9180-6870824c63c0,interested,07-11-2020 08:41,positive,30,GIF,science,,,
2430,1de2f0f9-61ab-43fb-9180-6870824c63c0,love,13-12-2020 06:32,positive,65,GIF,science,,,
2431,1de2f0f9-61ab-43fb-9180-6870824c63c0,dislike,10-08-2020 21:05,negative,10,GIF,science,,,
2432,1de2f0f9-61ab-43fb-9180-6870824c63c0,dislike,14-10-2020 22:36,negative,10,GIF,science,,,
2433,1de2f0f9-61ab-43fb-9180-6870824c63c0,hate,08-03-2021 21:50,negative,5,GIF,science,,,
2434,1de2f0f9-61ab-43fb-9180-6870824c63c0,disgust,10-11-2020 01:05,negative,0,GIF,science,,,
2435,1de2f0f9-61ab-43fb-9180-6870824c63c0,heart,02-04-2021 15:22,positive,60,GIF,science,,,
2436,1de2f0f9-61ab-43fb-9180-6870824c63c0,want,26-02-2021 06:54,positive,70,GIF,science,,,
2437,1de2f0f9-61ab-43fb-9180-6870824c63c0,hate,08-05-2021 20:40,negative,5,GIF,science,,,
2438,1de2f0f9-61ab-43fb-9180-6870824c63c0,peeking,21-01-2021 07:55,neutral,35,GIF,science,,,
2439,1de2f0f9-61ab-43fb-9180-6870824c63c0,disgust,07-07-2020 20:10,negative,0,GIF,science,,,
2440,1de2f0f9-61ab-43fb-9180-6870824c63c0,intrigued,14-12-2020 07:56,positive,45,GIF,science,,,
2441,1de2f0f9-61ab-43fb-9180-6870824c63c0,hate,30-12-2020 17:31,negative,5,GIF,science,,,
2442,1de2f0f9-61ab-43fb-9180-6870824c63c0,indifferent,17-01-2021 08:33,neutral,20,GIF,science,,,
2443,1de2f0f9-61ab-43fb-9180-6870824c63c0,adore,14-07-2020 13:01,positive,72,GIF,science,,,
2444,1de2f0f9-61ab-43fb-9180-6870824c63c0,interested,11-03-2021 09:23,positive,30,GIF,science,,,
2445,1de2f0f9-61ab-43fb-9180-6870824c63c0,interested,03-07-2020 15:15,positive,30,GIF,science,,,
2446,e18e10e9-ed2a-494b-b215-edce890b1df4,intrigued,31-12-2020 15:18,positive,45,photo,food,,,
2447,e18e10e9-ed2a-494b-b215-edce890b1df4,scared,29-03-2021 14:03,negative,15,photo,food,,,
2448,e18e10e9-ed2a-494b-b215-edce890b1df4,indifferent,12-12-2020 03:45,neutral,20,photo,food,,,
2449,e18e10e9-ed2a-494b-b215-edce890b1df4,hate,24-08-2020 21:02,negative,5,photo,food,,,
2450,e18e10e9-ed2a-494b-b215-edce890b1df4,like,04-04-2021 00:13,positive,50,photo,food,,,
2451,e18e10e9-ed2a-494b-b215-edce890b1df4,worried,22-01-2021 02:57,negative,12,photo,food,,,
2452,e18e10e9-ed2a-494b-b215-edce890b1df4,like,17-02-2021 19:24,positive,50,photo,food,,,
2453,e18e10e9-ed2a-494b-b215-edce890b1df4,love,17-08-2020 22:16,positive,65,photo,food,,,
2454,c2d6e707-f00e-4fa4-a193-eb36272f58df,super love,07-09-2020 00:00,positive,75,GIF,veganism,,,
